drug,location,sold_on,quantity_purchased,quantity_sold,keep
MAGALDRATE ,11,19-11-17,92,2,No
Adrenaline ,11,04-12-18,132,2,No
Furazolidone ,4,13-05-16,118,10,No
Antihistamines ,11,22-11-16,115,6,No
Hydroxychloroquine ,1,15-10-17,19,10,Yes
ciprofloxacin ,11,12-01-17,46,8,No
Trimethoprim ,8,15-09-16,35,5,No
FLUOXETINE ,6,22-04-16,76,6,No
DIPYRIDAMOLE ,7,17-02-16,68,6,No
MAGALDRATE,6,19-01-17,16,10,Yes
Methotrexate ,8,11-11-16,59,7,No
METRONIDAZOLE ,3,25-01-18,86,5,No
Nitazoxanide ,3,02-07-18,69,9,No
MAGALDRATE ,5,18-11-16,56,1,No
Estrogens ,5,10-04-18,101,9,No
Scopolamine ,5,14-07-16,92,6,No
Aminophylline ,4,21-10-16,64,5,No
Chloramphenicol ,12,06-07-18,115,3,No
Acetaminophen ,2,26-11-17,90,6,No
Ciprofloxacin ,9,17-08-17,138,10,No
Scopolamine ,3,05-04-17,92,3,No
Ciprofloxacin ,10,29-11-17,14,9,Yes
Hydroxychloroquine ,9,02-06-17,81,2,No
Aspirin ,5,20-12-17,61,3,No
Aminophylline ,4,27-08-18,119,2,No
METRONIDAZOLE ,1,07-02-17,121,7,No
Adrenaline ,9,02-07-16,125,6,No
RANITIDINE ,1,07-03-17,123,5,No
Aminophylline ,13,15-06-17,123,3,No
DIPYRIDAMOLE ,5,02-09-17,136,10,No
Adrenaline ,12,03-05-16,105,8,No
Methotrexate ,11,11-02-19,85,7,No
Aminophylline ,8,26-05-16,69,7,No
Scopolamine ,10,28-06-17,132,4,No
Trimethoprim ,2,30-05-18,48,10,No
Antihistamines ,13,08-04-18,98,7,No
RANITIDINE ,8,24-04-16,100,6,No
Glucagon ,12,21-10-17,115,3,No
Aminophylline ,11,23-10-18,78,3,No
Furazolidone ,10,28-11-16,108,9,No
Phenothiazines ,4,14-02-18,14,8,Yes
Chloramphenicol ,6,11-12-16,136,2,No
RANITIDINE ,2,12-08-17,71,6,No
Aspirin ,9,25-04-17,126,5,No
Hydroxychloroquine ,4,15-07-16,14,10,Yes
Keratolytics ,7,19-03-17,11,3,No
RANITIDINE ,4,08-07-17,121,3,No
Scopolamine ,2,12-05-18,24,5,No
Acetaminophen ,9,10-09-18,56,5,No
Scopolamine ,12,30-03-17,85,6,No
Hydroxychloroquine ,10,19-02-16,64,1,No
Hydroxychloroquine ,9,28-04-18,17,1,No
Furazolidone ,9,20-11-18,124,3,No
Panadol ,5,13-05-18,41,3,No
ciprofloxacin ,5,12-06-18,95,2,No
Acetaminophen ,13,29-08-18,132,8,No
Dantrolene ,10,08-01-17,42,10,No
Adrenaline ,8,08-10-17,103,1,No
Estrogens ,8,06-12-16,57,3,No
Tetracycline ,13,01-04-19,60,3,No
Antihistamines ,12,26-04-18,117,3,No
Hydroxychloroquine ,13,14-01-17,64,8,No
Methotrexate ,5,04-01-18,136,10,No
Ibuprofen ,8,06-01-17,48,9,No
Vitamin K ,9,25-08-16,55,6,No
SODIUM CHLORIDE ,1,10-02-16,67,6,No
Antihistamines ,7,22-02-18,12,7,Yes
RANITIDINE ,3,01-06-18,111,4,No
Aqueous gentian violet ,6,15-11-16,74,6,No
MAGALDRATE,7,13-09-17,19,10,Yes
Aminophylline ,2,06-10-18,35,8,No
Acetaminophen ,3,13-02-16,78,4,No
Estrogens ,10,20-12-18,37,5,No
Aqueous gentian violet ,11,22-03-17,33,7,No
ciprofloxacin ,8,24-07-18,74,3,No
FLUOXETINE ,7,16-04-19,89,10,No
Scopolamine ,8,02-01-18,75,9,No
Paracetamol GV 500 ,1,08-01-17,16,6,No
RANITIDINE ,10,05-04-16,39,10,No
Methotrexate ,11,11-03-16,55,9,No
Aminophylline ,9,06-04-16,69,7,No
Estrogens ,2,27-06-17,98,6,No
Ibuprofen ,8,14-09-18,107,10,No
Phenothiazines ,8,16-04-17,62,4,No
Aspirin ,3,27-08-17,84,6,No
RANITIDINE ,3,05-02-17,76,9,No
Ciprofloxacin ,5,06-03-17,88,7,No
Glucagon ,12,08-10-17,99,8,No
RANITIDINE ,9,24-01-17,116,1,No
MAGALDRATE ,5,22-03-19,49,7,No
DIPYRIDAMOLE ,2,30-07-17,75,7,No
RANITIDINE ,8,03-04-18,119,10,No
Keratolytics ,12,07-06-17,122,2,No
Acetaminophen ,10,17-09-18,93,8,No
Ciprofloxacin ,13,13-12-18,29,8,No
Trimethoprim ,6,03-01-19,125,5,No
Glucagon ,2,27-02-19,84,4,No
PACLITAXEL ,10,21-03-19,136,1,No
MAGALDRATE ,11,20-07-18,42,9,No
Aspirin ,5,04-02-19,71,3,No
Phenothiazines ,4,05-07-17,117,10,No
RANITIDINE ,4,24-02-19,138,2,No
Ibuprofen ,7,04-05-17,61,1,No
PACLITAXEL ,10,19-09-16,53,7,No
MAGALDRATE ,9,25-04-19,27,2,No
Ibuprofen ,6,18-06-18,39,6,No
Trimethoprim ,9,18-10-18,37,5,No
RANITIDINE ,11,28-02-19,65,1,No
Aqueous gentian violet ,4,07-01-19,80,4,No
Paracetamol GV 500 ,5,03-05-18,139,7,No
Glucagon ,5,08-03-19,136,3,No
Tetracycline ,13,17-03-19,60,7,No
MAGALDRATE ,3,21-11-18,124,3,No
Methotrexate ,7,22-12-18,107,5,No
Aminophylline ,11,03-11-18,47,1,No
Keratolytics ,13,17-04-17,27,8,No
Antihistamines ,8,02-07-16,29,2,No
Antihistamines ,13,17-06-17,53,2,No
Vitamin K ,1,24-09-16,11,4,No
Acetaminophen ,7,27-03-19,126,7,No
Vitamin K ,13,08-04-16,86,2,No
MAGALDRATE ,11,09-11-17,107,3,No
MAGALDRATE ,2,12-03-18,94,4,No
SODIUM CHLORIDE ,2,08-02-17,108,6,No
Trimethoprim ,6,06-08-18,138,5,No
RANITIDINE ,8,22-02-19,12,4,No
Aspirin ,11,26-02-18,71,3,No
Trimethoprim ,4,08-04-19,140,9,No
Keratolytics ,2,29-08-17,52,7,No
Dantrolene ,2,18-03-17,104,8,No
ciprofloxacin ,13,07-03-18,87,10,No
RANITIDINE ,11,16-01-16,138,9,No
ciprofloxacin ,3,22-08-18,22,6,No
Antihistamines ,8,05-08-17,125,8,No
Ibuprofen ,10,22-12-18,67,2,No
Aqueous gentian violet ,5,24-08-16,11,6,Yes
PACLITAXEL ,8,03-06-18,123,9,No
Ciprofloxacin ,9,19-01-17,138,2,No
MAGALDRATE,11,06-02-18,26,4,No
Aminophylline ,13,19-02-18,18,1,No
Keratolytics ,13,20-03-16,101,5,No
MAGALDRATE ,13,03-01-17,122,7,No
Estrogens ,5,30-07-17,116,9,No
MAGALDRATE,8,11-07-17,51,1,No
Glucagon ,5,30-01-18,126,2,No
Acyclovir ,2,08-11-18,43,6,No
Acetaminophen ,6,28-06-16,96,4,No
FLUOXETINE ,12,20-08-17,118,10,No
Acetaminophen ,10,06-08-16,107,5,No
Estrogens ,9,31-10-18,136,6,No
Trimethoprim ,7,06-03-16,55,5,No
Dantrolene ,2,21-02-16,63,6,No
Aminophylline ,13,10-10-16,16,10,Yes
Aqueous gentian violet ,6,30-04-16,77,5,No
MAGALDRATE ,8,24-02-16,136,7,No
PACLITAXEL ,7,17-05-17,61,8,No
Hydroxychloroquine ,12,02-03-16,132,1,No
Phenothiazines ,12,19-09-18,88,1,No
Panadol ,3,25-01-19,133,10,No
Methotrexate ,12,25-11-16,90,5,No
MAGALDRATE ,8,08-12-17,87,4,No
Paracetamol GV 500 ,8,26-05-18,111,1,No
Aspirin ,12,10-03-19,53,4,No
Aspirin ,3,07-10-18,74,2,No
Aspirin ,7,05-07-17,90,10,No
Aspirin ,4,07-08-17,49,7,No
RANITIDINE ,3,15-03-18,97,7,No
Methotrexate ,2,03-06-16,80,1,No
Scopolamine ,8,14-04-17,131,6,No
Dantrolene ,4,08-11-18,67,9,No
Ibuprofen ,6,31-05-18,54,8,No
Furazolidone ,1,12-01-16,130,4,No
Acyclovir ,3,08-08-16,24,6,No
METRONIDAZOLE ,7,14-12-16,17,5,No
MAGALDRATE ,8,11-03-16,33,7,No
Ibuprofen ,12,06-09-18,35,6,No
RANITIDINE ,1,02-05-18,86,2,No
Aspirin ,9,31-10-18,113,3,No
Dantrolene ,11,21-08-17,65,9,No
Nitazoxanide ,3,04-12-18,133,2,No
Antihistamines ,12,16-02-16,55,8,No
Adrenaline ,11,03-06-16,30,3,No
Ibuprofen ,13,26-02-18,48,6,No
Nitazoxanide ,3,25-04-17,83,8,No
Aqueous gentian violet ,3,27-04-18,106,1,No
Nitazoxanide ,3,12-03-19,123,5,No
Methotrexate ,5,06-01-17,96,7,No
METRONIDAZOLE ,1,17-12-17,54,3,No
Aqueous gentian violet ,1,24-08-16,21,10,No
Tetracycline ,2,16-04-16,13,9,Yes
Glucagon ,13,27-03-16,14,3,No
Vitamin K ,7,08-10-18,119,5,No
ciprofloxacin ,3,30-04-17,79,7,No
Furazolidone ,11,29-11-16,18,3,No
Keratolytics ,11,24-01-18,65,3,No
Antihistamines ,1,26-02-18,135,4,No
ciprofloxacin ,7,26-09-16,18,5,No
Methotrexate ,3,26-03-18,70,9,No
Paracetamol GV 500 ,6,06-05-16,112,9,No
Acetaminophen ,3,21-10-17,81,8,No
MAGALDRATE,1,02-11-18,57,1,No
MAGALDRATE ,2,30-03-19,73,6,No
Estrogens ,3,03-11-17,10,5,Yes
Phenothiazines ,3,06-01-18,10,8,Yes
Paracetamol GV 500 ,12,19-12-18,95,1,No
RANITIDINE ,7,11-06-16,129,4,No
Adrenaline ,1,30-03-17,131,5,No
ciprofloxacin ,8,10-02-17,133,6,No
SODIUM CHLORIDE ,7,17-09-16,16,8,Yes
Furazolidone ,2,22-04-18,21,6,No
SODIUM CHLORIDE ,8,08-04-17,66,10,No
Methotrexate ,12,13-05-18,17,7,No
RANITIDINE ,4,29-11-16,100,10,No
RANITIDINE ,13,25-11-17,18,8,No
Phenothiazines ,1,01-01-19,129,6,No
Ciprofloxacin ,8,14-11-18,86,8,No
Acetaminophen ,9,02-07-17,42,3,No
MAGALDRATE,9,30-09-16,54,3,No
Keratolytics ,1,30-06-16,73,5,No
METRONIDAZOLE ,6,06-01-19,123,3,No
Aqueous gentian violet ,12,16-06-16,106,2,No
Acetaminophen ,8,06-01-18,51,2,No
Aspirin ,1,05-04-16,111,6,No
Ciprofloxacin ,6,20-12-17,84,4,No
Keratolytics ,1,29-05-18,29,8,No
RANITIDINE ,2,28-06-16,24,6,No
Glucagon ,9,23-04-18,108,5,No
Aqueous gentian violet ,4,02-08-16,117,3,No
Dantrolene ,12,01-01-19,28,8,No
Hydroxychloroquine ,13,08-12-18,52,2,No
Ciprofloxacin ,4,23-07-16,95,4,No
Hydroxychloroquine ,7,31-05-18,38,2,No
Dantrolene ,7,10-01-16,47,10,No
SODIUM CHLORIDE ,4,14-09-17,112,2,No
Vitamin K ,10,04-05-18,131,7,No
Aqueous gentian violet ,1,03-11-17,139,4,No
METRONIDAZOLE ,5,06-09-16,110,6,No
Aminophylline ,13,09-04-16,105,2,No
Vitamin K ,10,22-10-18,21,8,No
Acyclovir ,2,20-07-18,86,5,No
PACLITAXEL ,3,26-07-16,37,6,No
Paracetamol GV 500 ,2,01-02-19,80,6,No
FLUOXETINE ,5,10-06-16,59,10,No
Dantrolene ,4,14-08-16,135,2,No
Paracetamol GV 500 ,12,22-06-16,68,3,No
Nitazoxanide ,7,24-07-17,35,5,No
Hydroxychloroquine ,6,14-08-16,46,6,No
Furazolidone ,5,17-11-16,88,7,No
MAGALDRATE ,8,21-08-18,58,3,No
Trimethoprim ,4,01-08-18,34,1,No
Furazolidone ,13,28-03-19,57,1,No
FLUOXETINE ,4,07-03-18,24,4,No
Ciprofloxacin ,6,06-11-17,108,9,No
Ibuprofen ,5,01-04-16,89,10,No
Antihistamines ,7,26-07-16,104,10,No
DIPYRIDAMOLE ,6,30-07-17,15,5,No
Aspirin ,12,16-04-16,30,5,No
FLUOXETINE ,12,13-03-18,62,9,No
Estrogens ,10,23-12-17,44,10,No
DIPYRIDAMOLE ,1,22-09-16,118,5,No
Adrenaline ,2,22-07-16,108,6,No
Aqueous gentian violet ,7,09-01-18,66,8,No
Dantrolene ,11,03-06-18,35,2,No
Methotrexate ,6,25-08-18,39,3,No
Furazolidone ,6,15-03-18,104,6,No
Trimethoprim ,5,07-04-19,52,9,No
Nitazoxanide ,9,03-05-16,10,9,Yes
Adrenaline ,12,29-07-18,95,1,No
MAGALDRATE ,4,04-02-16,120,5,No
Nitazoxanide ,6,03-10-17,32,10,No
Nitazoxanide ,12,17-01-16,25,4,No
Paracetamol GV 500 ,3,03-08-18,52,4,No
Ibuprofen ,4,09-08-17,137,8,No
MAGALDRATE ,6,14-08-17,67,9,No
Ciprofloxacin ,1,27-03-16,53,9,No
Acetaminophen ,7,11-08-17,85,1,No
Aspirin ,1,29-08-18,61,2,No
Aminophylline ,7,16-02-18,65,4,No
FLUOXETINE ,7,24-09-16,59,7,No
MAGALDRATE ,1,03-12-17,73,4,No
Furazolidone ,10,29-06-16,21,5,No
Panadol ,13,23-07-17,94,4,No
Adrenaline ,12,04-08-18,93,10,No
Acyclovir ,11,23-03-19,18,4,No
Phenothiazines ,2,06-04-16,38,10,No
MAGALDRATE,8,14-03-17,93,4,No
RANITIDINE ,1,28-02-17,12,2,No
Dantrolene ,10,16-11-17,11,1,No
Aminophylline ,5,23-04-16,66,4,No
Aminophylline ,7,22-02-17,24,5,No
Adrenaline ,10,04-07-18,139,8,No
Antihistamines ,4,06-06-17,24,4,No
Paracetamol GV 500 ,11,11-02-18,71,7,No
Dantrolene ,10,01-11-17,122,5,No
Scopolamine ,2,28-02-19,73,5,No
Nitazoxanide ,7,01-05-17,108,2,No
RANITIDINE ,13,29-01-18,31,7,No
Aminophylline ,6,18-07-18,66,1,No
Antihistamines ,11,18-07-18,64,6,No
Aminophylline ,10,04-12-16,36,6,No
RANITIDINE ,5,12-01-16,133,5,No
Paracetamol GV 500 ,5,23-01-19,92,2,No
Tetracycline ,3,09-07-16,54,9,No
Glucagon ,2,14-02-18,134,9,No
Panadol ,12,06-06-18,128,1,No
Acetaminophen ,1,30-08-16,39,5,No
Hydroxychloroquine ,5,20-06-18,34,1,No
Keratolytics ,13,23-05-16,108,8,No
Keratolytics ,1,12-01-19,46,1,No
Antihistamines ,6,18-07-17,55,1,No
Acyclovir ,12,08-11-18,64,3,No
SODIUM CHLORIDE ,10,05-07-16,70,4,No
Trimethoprim ,2,08-05-18,15,3,No
Chloramphenicol ,4,23-11-16,12,8,Yes
Panadol ,9,10-04-18,65,3,No
Phenothiazines ,11,26-06-18,53,6,No
METRONIDAZOLE ,10,17-12-16,44,8,No
Aqueous gentian violet ,13,22-10-18,33,3,No
Scopolamine ,9,24-07-18,15,4,No
Nitazoxanide ,2,03-07-16,106,6,No
Acyclovir ,12,14-05-16,26,8,No
Aminophylline ,5,04-01-16,19,5,No
Ibuprofen ,11,18-09-17,92,8,No
Aspirin ,3,13-01-18,24,7,No
RANITIDINE ,13,28-10-18,100,10,No
Aspirin ,7,01-10-16,76,5,No
RANITIDINE ,8,17-09-18,111,8,No
MAGALDRATE,9,15-09-18,129,9,No
RANITIDINE ,4,22-01-18,25,4,No
Antihistamines ,12,26-11-16,45,8,No
Chloramphenicol ,8,20-03-17,27,1,No
Ciprofloxacin ,9,23-11-16,62,4,No
RANITIDINE ,9,06-04-16,25,8,No
MAGALDRATE ,13,04-08-17,69,8,No
Vitamin K ,11,09-10-17,48,8,No
Aqueous gentian violet ,12,01-02-19,19,4,No
RANITIDINE ,6,10-01-18,76,1,No
Paracetamol GV 500 ,4,17-04-19,40,7,No
MAGALDRATE,7,10-01-19,113,8,No
Furazolidone ,3,20-03-16,97,10,No
Furazolidone ,5,10-11-16,63,5,No
Tetracycline ,12,26-03-16,96,4,No
Glucagon ,3,30-08-17,52,3,No
Keratolytics ,2,11-07-18,64,1,No
Keratolytics ,9,28-02-19,22,5,No
Paracetamol GV 500 ,10,16-02-19,71,9,No
Aspirin ,9,03-01-17,35,5,No
ciprofloxacin ,13,04-11-18,120,1,No
METRONIDAZOLE ,5,04-12-18,133,4,No
Aspirin ,13,07-08-16,68,4,No
MAGALDRATE ,13,23-06-17,136,1,No
Estrogens ,1,04-09-18,92,5,No
Acyclovir ,9,02-10-17,137,7,No
Aminophylline ,4,02-01-19,52,7,No
ciprofloxacin ,10,27-06-17,137,5,No
ciprofloxacin ,5,21-04-16,111,10,No
Estrogens ,4,16-08-16,91,4,No
Ciprofloxacin ,13,09-09-18,126,3,No
Antihistamines ,8,05-02-18,35,7,No
SODIUM CHLORIDE ,3,06-07-17,121,9,No
Dantrolene ,2,27-07-18,68,1,No
Chloramphenicol ,10,24-11-16,125,1,No
Furazolidone ,6,20-12-16,35,2,No
MAGALDRATE,1,11-03-19,38,10,No
Methotrexate ,10,08-12-17,116,8,No
Aminophylline ,9,28-03-18,26,10,No
Estrogens ,10,25-02-16,131,4,No
SODIUM CHLORIDE ,13,04-04-17,71,3,No
Antihistamines ,5,28-12-17,104,7,No
Nitazoxanide ,4,31-10-17,80,1,No
DIPYRIDAMOLE ,5,02-02-18,25,7,No
Panadol ,2,10-11-17,76,6,No
MAGALDRATE ,10,04-10-17,22,3,No
SODIUM CHLORIDE ,2,19-11-18,47,10,No
MAGALDRATE ,10,25-10-16,56,10,No
Phenothiazines ,6,04-12-16,117,3,No
MAGALDRATE ,7,10-05-17,108,1,No
Keratolytics ,2,19-09-17,100,3,No
Panadol ,6,13-06-17,130,1,No
Aminophylline ,2,06-01-19,103,10,No
Estrogens ,5,11-11-17,45,7,No
Glucagon ,1,23-08-16,62,9,No
PACLITAXEL ,12,08-06-16,101,10,No
RANITIDINE ,1,10-02-16,131,10,No
METRONIDAZOLE ,7,30-11-16,95,7,No
RANITIDINE ,1,09-05-17,20,2,No
RANITIDINE ,10,24-04-16,120,1,No
Ciprofloxacin ,10,07-08-16,112,6,No
Tetracycline ,7,11-02-19,82,10,No
Paracetamol GV 500 ,4,05-10-17,99,4,No
Ibuprofen ,3,22-04-19,135,5,No
Estrogens ,1,15-02-17,111,8,No
Keratolytics ,2,31-03-19,51,6,No
Hydroxychloroquine ,7,13-12-17,44,1,No
ciprofloxacin ,12,27-11-17,86,4,No
Acyclovir ,7,26-11-16,126,2,No
Estrogens ,3,09-01-19,77,1,No
Scopolamine ,4,05-11-17,64,6,No
SODIUM CHLORIDE ,4,26-04-19,112,5,No
Paracetamol GV 500 ,11,06-08-16,62,7,No
Phenothiazines ,5,22-03-18,105,10,No
Estrogens ,6,09-09-16,86,3,No
MAGALDRATE ,10,08-06-18,93,8,No
METRONIDAZOLE ,10,09-10-17,120,2,No
METRONIDAZOLE ,1,25-03-18,81,7,No
PACLITAXEL ,4,16-03-16,126,4,No
Phenothiazines ,13,21-07-16,71,2,No
Aminophylline ,8,08-11-16,85,9,No
Ciprofloxacin ,1,29-04-19,113,2,No
FLUOXETINE ,5,27-01-16,26,9,No
RANITIDINE ,1,29-06-17,123,3,No
RANITIDINE ,3,01-04-17,18,9,Yes
DIPYRIDAMOLE ,5,07-11-18,10,1,No
Methotrexate ,1,24-11-17,100,4,No
Dantrolene ,10,13-07-18,23,5,No
METRONIDAZOLE ,10,05-06-18,114,7,No
Ciprofloxacin ,3,11-02-18,84,3,No
METRONIDAZOLE ,1,29-08-17,123,3,No
METRONIDAZOLE ,12,24-04-19,79,6,No
Adrenaline ,12,08-10-18,27,6,No
Antihistamines ,5,13-05-18,78,8,No
Nitazoxanide ,6,19-04-16,22,5,No
Phenothiazines ,4,12-06-17,87,3,No
Nitazoxanide ,5,26-07-18,95,1,No
Methotrexate ,3,14-04-17,25,4,No
MAGALDRATE ,1,28-06-17,43,8,No
Keratolytics ,3,02-03-16,18,7,No
Paracetamol GV 500 ,3,28-10-17,112,3,No
PACLITAXEL ,4,29-12-18,50,2,No
Dantrolene ,9,24-07-16,65,8,No
RANITIDINE ,11,28-10-18,11,1,No
Phenothiazines ,1,21-08-16,94,1,No
RANITIDINE ,10,14-07-18,139,10,No
ciprofloxacin ,12,17-03-19,139,9,No
Nitazoxanide ,1,08-11-16,46,3,No
RANITIDINE ,4,08-02-17,16,5,No
Dantrolene ,6,13-08-16,92,7,No
RANITIDINE ,11,19-04-19,69,6,No
Adrenaline ,2,21-08-16,113,6,No
ciprofloxacin ,2,22-01-17,77,9,No
Trimethoprim ,2,21-09-16,65,8,No
Panadol ,9,10-11-16,131,4,No
RANITIDINE ,7,28-07-16,78,1,No
Aspirin ,13,30-03-19,53,9,No
Estrogens ,4,12-04-17,129,4,No
Furazolidone ,4,14-06-16,26,5,No
Ciprofloxacin ,7,13-08-17,93,8,No
Dantrolene ,5,12-10-18,81,5,No
Paracetamol GV 500 ,7,05-12-18,11,5,No
Acyclovir ,6,22-08-16,100,9,No
RANITIDINE ,7,19-12-18,132,5,No
Chloramphenicol ,7,08-04-18,124,3,No
ciprofloxacin ,6,23-04-19,70,5,No
Chloramphenicol ,7,04-07-18,32,5,No
Dantrolene ,10,02-12-17,46,2,No
MAGALDRATE,5,08-10-18,60,8,No
Hydroxychloroquine ,2,04-08-17,138,6,No
MAGALDRATE,13,13-09-16,16,2,No
DIPYRIDAMOLE ,5,19-10-18,55,5,No
Vitamin K ,12,29-07-17,35,5,No
Acyclovir ,5,29-04-18,51,1,No
RANITIDINE ,11,02-04-18,81,9,No
RANITIDINE ,8,02-01-19,20,7,No
Ibuprofen ,5,26-09-18,137,4,No
Acyclovir ,13,24-03-17,80,10,No
RANITIDINE ,1,21-07-16,17,6,No
Dantrolene ,6,18-12-18,17,9,Yes
Keratolytics ,3,21-05-17,140,4,No
ciprofloxacin ,8,09-05-18,64,7,No
MAGALDRATE ,1,02-04-18,31,2,No
Panadol ,7,03-04-17,135,6,No
MAGALDRATE,11,02-12-18,33,4,No
PACLITAXEL ,2,04-02-16,25,7,No
Acyclovir ,13,26-08-17,94,7,No
Tetracycline ,4,10-11-18,62,3,No
MAGALDRATE ,12,12-09-17,14,3,No
MAGALDRATE,2,03-07-17,14,3,No
MAGALDRATE ,12,23-06-16,123,4,No
Panadol ,2,01-02-19,109,4,No
ciprofloxacin ,5,25-04-17,38,3,No
Acyclovir ,13,20-07-16,12,9,Yes
Aspirin ,9,23-03-18,110,5,No
FLUOXETINE ,12,09-10-16,116,1,No
Nitazoxanide ,12,27-03-18,49,6,No
DIPYRIDAMOLE ,1,01-05-16,43,6,No
RANITIDINE ,3,19-01-16,121,2,No
Furazolidone ,5,25-08-17,131,9,No
Aqueous gentian violet ,5,07-05-17,86,10,No
Furazolidone ,5,29-02-16,132,8,No
MAGALDRATE,7,10-12-18,67,8,No
Paracetamol GV 500 ,7,14-08-17,35,2,No
Dantrolene ,4,04-06-16,101,10,No
Phenothiazines ,6,03-03-17,110,2,No
Aqueous gentian violet ,10,17-07-16,12,8,Yes
Scopolamine ,8,15-02-19,113,4,No
PACLITAXEL ,4,06-02-17,18,6,No
METRONIDAZOLE ,1,26-08-17,96,10,No
Chloramphenicol ,8,13-12-18,75,7,No
Keratolytics ,7,10-02-16,115,9,No
Ciprofloxacin ,9,17-11-16,45,3,No
Glucagon ,3,27-10-16,24,3,No
Dantrolene ,11,08-03-16,139,1,No
Estrogens ,2,10-03-19,78,4,No
DIPYRIDAMOLE ,9,04-03-16,33,10,No
Nitazoxanide ,2,22-03-19,15,9,Yes
Aminophylline ,6,06-03-17,70,2,No
Vitamin K ,1,08-10-16,48,10,No
Panadol ,6,02-12-18,82,10,No
Tetracycline ,2,29-11-16,66,3,No
DIPYRIDAMOLE ,5,28-12-16,136,6,No
Furazolidone ,13,15-01-16,55,1,No
Chloramphenicol ,2,10-03-16,58,5,No
Methotrexate ,8,04-05-17,85,6,No
MAGALDRATE,5,08-02-19,22,7,No
Phenothiazines ,8,01-01-19,117,4,No
FLUOXETINE ,6,21-02-19,88,2,No
Glucagon ,3,11-10-17,31,4,No
PACLITAXEL ,13,04-07-18,48,8,No
Keratolytics ,7,01-05-19,112,2,No
Vitamin K ,13,06-08-16,19,7,No
Methotrexate ,10,20-12-17,81,10,No
Furazolidone ,8,07-08-18,86,9,No
Tetracycline ,3,04-01-18,19,6,No
Antihistamines ,13,14-01-16,21,5,No
Keratolytics ,7,16-07-17,100,6,No
Scopolamine ,7,16-10-17,122,3,No
Aspirin ,6,30-07-17,123,3,No
Furazolidone ,6,23-09-17,82,8,No
METRONIDAZOLE ,3,12-05-18,129,1,No
Ibuprofen ,13,05-08-18,58,1,No
Methotrexate ,7,29-06-16,109,10,No
Paracetamol GV 500 ,12,26-10-17,35,8,No
Tetracycline ,4,19-12-16,27,9,No
ciprofloxacin ,10,01-09-17,61,8,No
Hydroxychloroquine ,8,25-01-19,74,1,No
Vitamin K ,4,02-05-18,34,10,No
MAGALDRATE,11,13-06-18,32,1,No
Estrogens ,4,15-01-18,107,6,No
Phenothiazines ,11,27-04-17,128,10,No
SODIUM CHLORIDE ,11,27-10-18,48,3,No
RANITIDINE ,6,18-10-17,30,5,No
Glucagon ,5,05-09-17,45,5,No
Adrenaline ,2,22-01-16,29,1,No
Estrogens ,4,25-09-18,69,4,No
Phenothiazines ,4,31-03-18,40,1,No
FLUOXETINE ,1,10-01-16,75,7,No
DIPYRIDAMOLE ,7,21-08-17,22,6,No
Acetaminophen ,13,25-11-16,126,9,No
Aminophylline ,5,09-09-18,42,8,No
PACLITAXEL ,13,17-03-16,87,9,No
PACLITAXEL ,7,06-02-18,98,4,No
Antihistamines ,10,29-12-18,29,8,No
Tetracycline ,9,22-10-18,63,7,No
ciprofloxacin ,6,17-09-17,138,2,No
Adrenaline ,2,27-11-17,89,4,No
Phenothiazines ,11,19-02-16,62,8,No
MAGALDRATE ,2,03-07-17,37,5,No
METRONIDAZOLE ,11,16-07-18,31,1,No
ciprofloxacin ,10,15-11-17,106,5,No
RANITIDINE ,5,17-02-18,57,3,No
Phenothiazines ,3,03-03-18,97,7,No
FLUOXETINE ,9,18-07-18,58,7,No
Trimethoprim ,4,17-02-17,33,2,No
RANITIDINE ,4,24-06-18,69,9,No
Scopolamine ,11,09-06-18,15,3,No
Scopolamine ,1,28-09-18,47,9,No
Ibuprofen ,11,16-11-17,21,10,No
Acyclovir ,10,31-05-17,28,5,No
Keratolytics ,1,17-01-18,139,9,No
PACLITAXEL ,11,25-02-16,19,9,No
Aminophylline ,4,26-02-17,28,6,No
Panadol ,13,04-11-16,69,3,No
Vitamin K ,13,02-09-16,97,10,No
Methotrexate ,3,07-06-16,110,7,No
DIPYRIDAMOLE ,2,02-06-16,126,6,No
Panadol ,4,28-08-18,65,9,No
Ciprofloxacin ,11,27-05-16,94,8,No
RANITIDINE ,2,20-09-16,110,8,No
Glucagon ,5,19-04-19,50,2,No
RANITIDINE ,6,16-01-18,93,4,No
DIPYRIDAMOLE ,10,22-06-16,12,3,No
FLUOXETINE ,2,01-05-19,100,9,No
PACLITAXEL ,8,31-08-16,18,2,No
RANITIDINE ,2,28-07-18,32,4,No
Acyclovir ,5,01-08-16,91,3,No
Tetracycline ,3,13-04-16,96,7,No
DIPYRIDAMOLE ,13,27-10-16,57,4,No
FLUOXETINE ,9,31-01-19,48,7,No
Antihistamines ,2,18-09-16,48,2,No
Acyclovir ,13,03-10-18,54,10,No
Acyclovir ,6,16-01-16,113,7,No
Vitamin K ,3,26-03-19,93,2,No
Trimethoprim ,10,01-02-16,21,5,No
Hydroxychloroquine ,9,24-09-18,63,1,No
FLUOXETINE ,3,30-08-16,75,9,No
Hydroxychloroquine ,13,15-10-17,116,5,No
Glucagon ,9,19-04-17,56,2,No
RANITIDINE ,12,29-11-16,137,8,No
Ibuprofen ,10,05-02-16,53,4,No
